"participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"iucoglearn_mn090",1,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",2,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",3,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",4,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",5,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",6,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",8,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn090",10,3,1,1,1,1,1,"10-knower"
