"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample7_rect.png","all","sample",NA,1,4,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1719.0822527,"s","s",1,3.12822759999995,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample8_rect.png","all","sample",NA,1,3.5,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1719.0822527,"l","l",1,2.11104619999992,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice4_rect.png","all","practice",NA,4,3.5,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1719.0822527,"l","s",0,5.13466759999983,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice2_rect.png","all","practice",NA,2,4,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1719.0822527,"l","l",1,3.55123850000018,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice3_rect.png","all","practice",NA,3,4,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1719.0822527,"s","s",1,3.9765554999999,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice6_rect.png","all","practice",NA,6,3.5,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1719.0822527,"l","l",1,2.73647860000005,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice5_rect.png","all","practice",NA,5,3.5,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1719.0822527,"s","s",1,1.57786310000006,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice1_rect.png","all","practice",NA,1,4,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1719.0822527,"s","s",1,3.59300830000006,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test8_rect.png","4","block1","b2",8,2.5,"0","equated","0","0",16,40,163000,207000,4800,12000,86,53,19,19,973,2429,179,172,0.029525,0.057949,283.528736986479,283.528736986479,"equated_0_0",3,"30.0",1,1719.0822527,"l","l",1,2.73299109999994,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test47_rect.png","4","block1","b2",47,1.5,"0","0","0","equated",22,33,2e+05,150000,10240,6850,67,51,24,16,1662,1662,193,163,0.051168,0.045536,452.38934211693,201.061929829747,"0_0_equated",1,"10.0",0,1719.0822527,"l","s",0,2.01476400000001,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test42_rect.png","4","block1","b2",42,2,"equated","0","0","equated",26,13,74017,74052,12586,25312,28,34,24,49,2000,2000,89,90,0.17004,0.34181,452.38934211693,1885.74099031727,"0_0_equated",1,"1_equated",0,1719.0822527,"s","s",1,4.02343760000008,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test10_rect.png","4","block1","b2",10,2,"equated","equated","0","0",13,26,46414,46390,3900,7800,47,20,19,19,790,1579,86,81,0.084026,0.16814,283.528736986479,283.528736986479,"equated_0_0",3,"3_equated",1,1719.0822527,"l","l",1,2.64906599999995,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test25_rect.png","4","block1","b2",25,2,"0","0","equated","0",10,20,154000,192000,3265,3265,114,88,20,14,633,899,194,187,0.021181,0.016963,314.159265358979,153.9380400259,"0_equated_0",2,"20.0",1,1719.0822527,"l","l",1,2.12453389999996,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test14_rect.png","4","block1","b2",14,1.5,"equated","equated","0","0",14,21,152000,152000,4200,6300,92,64,19,19,848,1276,152,165,0.027568,0.041377,283.528736986479,283.528736986479,"equated_0_0",3,"3_equated",1,1719.0822527,"l","l",1,2.50953429999981,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test17_rect.png","4","block1","b2",17,1.25,"0","0","equated","0",12,15,141000,152000,5218,5218,112,81,23,21,875,982,175,180,0.037058,0.034222,415.47562843725,346.360590058275,"0_equated_0",2,"20.0",0,1719.0822527,"l","s",0,2.36959580000007,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test32_rect.png","4","block1","b2",32,1.5,"equated","0","equated","0",39,26,80545,80541,7938,7938,29,36,16,19,1955,1591,104,116,0.098554,0.098558,201.061929829747,283.528736986479,"0_equated_0",2,"2_equated",0,1719.0822527,"s","s",1,2.65111499999989,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test19_rect.png","4","block1","b2",19,1.25,"equated","0","equated","0",24,30,64380,64372,8242,8242,24,26,21,18,1553,1738,100,102,0.12802,0.12804,346.360590058275,254.469004940773,"0_equated_0",2,"2_equated",0,1719.0822527,"l","s",0,2.04147710000007,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test6_rect.png","4","block1","b2",6,2.5,"equated","equated","0","0",12,30,113000,113000,3600,9000,89,37,19,19,728,1813,151,130,0.031825,0.079559,283.528736986479,283.528736986479,"equated_0_0",3,"3_equated",1,1719.0822527,"l","l",1,2.08058349999988,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test40_rect.png","4","block1","b2",40,2.5,"0","0","0","equated",40,16,181000,168000,4805,11858,54,65,12,30,1529,1529,173,178,0.026502,0.070512,113.097335529233,706.858347057703,"0_0_equated",1,"10.0",0,1719.0822527,"s","s",1,2.96167330000003,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test24_rect.png","4","block1","b2",24,2.5,"equated","0","equated","0",40,16,64020,64007,5339,5339,27,48,13,20,1625,1026,91,100,0.083396,0.083413,132.732289614169,314.159265358979,"0_equated_0",2,"2_equated",1,1719.0822527,"s","l",0,2.09393829999999,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test34_rect.png","4","block1","b2",34,1.25,"equated","0","0","equated",20,16,72764,72720,14355,18139,30,38,30,37,1878,1878,94,93,0.19728,0.24944,706.858347057703,1075.21008569111,"0_0_equated",1,"1_equated",0,1719.0822527,"s","s",1,2.74529550000011,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test44_rect.png","4","block1","b2",44,2,"0","0","0","equated",40,20,194000,2e+05,5273,10469,48,70,13,25,1602,1602,187,182,0.027204,0.052327,132.732289614169,490.873852123405,"0_0_equated",1,"10.0",0,1719.0822527,"s","s",1,1.90560090000008,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test3_rect.png","4","block1","b2",3,1.25,"0","equated","0","0",30,24,206000,181000,9000,7200,53,79,19,19,1822,1460,189,174,0.043651,0.039702,283.528736986479,283.528736986479,"equated_0_0",3,"30.0",0,1719.0822527,"s","s",1,1.65317409999989,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test30_rect.png","4","block1","b2",30,1.5,"0","0","equated","0",21,14,176000,202000,7566,7566,64,111,21,26,1395,1146,190,172,0.043046,0.03751,346.360590058275,530.929158456675,"0_equated_0",2,"20.0",0,1719.0822527,"s","s",1,2.36971740000013,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test11_rect.png","4","block2","b3",11,2,"0","equated","0","0",34,17,203000,166000,10200,5100,49,89,19,19,2061,1035,187,174,0.050269,0.03078,283.528736986479,283.528736986479,"equated_0_0",3,"30.0",0,1719.0822527,"s","s",1,1.82796970000004,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test18_rect.png","4","block2","b3",18,1.25,"0","0","equated","0",20,16,179000,149000,4750,4750,78,54,17,19,1086,963,171,194,0.026528,0.03193,226.980069221863,283.528736986479,"0_equated_0",2,"20.0",0,1719.0822527,"s","s",1,1.74246820000008,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test22_rect.png","4","block2","b3",22,2.5,"0","0","equated","0",30,12,192000,144000,7913,7913,62,89,18,29,1707,1082,175,196,0.041156,0.054993,254.469004940773,660.519855417254,"0_equated_0",2,"20.0",0,1719.0822527,"s","s",1,1.74661050000009,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test1_rect.png","4","block2","b3",1,1.25,"equated","equated","0","0",15,12,142000,142000,4500,3600,82,93,19,19,915,733,177,166,0.031646,0.025317,283.528736986479,283.528736986479,"equated_0_0",3,"3_equated",0,1719.0822527,"s","s",1,4.37474070000007,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test43_rect.png","4","block2","b3",43,2,"0","0","0","equated",17,34,225000,185000,15394,7743,81,52,34,17,1792,1792,180,168,0.068321,0.041805,907.92027688745,226.980069221863,"0_0_equated",1,"10.0",1,1719.0822527,"l","l",1,2.43474309999988,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test27_rect.png","4","block2","b3",27,2,"equated","0","equated","0",17,34,115000,115000,8232,8232,67,40,25,17,1312,1855,135,133,0.071414,0.0714,490.873852123405,226.980069221863,"0_equated_0",2,"2_equated",1,1719.0822527,"l","l",1,2.7574376,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test33_rect.png","4","block2","b3",33,1.25,"equated","0","0","equated",12,15,61231,61242,26475,21354,21,21,52,42,1973,1973,71,78,0.43238,0.34868,2123.7166338267,1385.4423602331,"0_0_equated",1,"1_equated",1,1719.0822527,"l","l",1,2.17527229999996,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test39_rect.png","4","block2","b3",39,2.5,"0","0","0","equated",14,35,174000,196000,16743,6655,82,50,38,15,1681,1681,166,183,0.09639,0.033895,1134.11494794592,176.714586764426,"0_0_equated",1,"10.0",1,1719.0822527,"l","l",1,2.5579502999999,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test48_rect.png","4","block2","b3",48,1.5,"0","0","0","equated",39,26,2e+05,203000,7377,11085,48,57,15,23,1871,1871,176,177,0.036873,0.054505,176.714586764426,415.47562843725,"0_0_equated",1,"10.0",0,1719.0822527,"s","s",1,1.98747279999998,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test31_rect.png","4","block2","b3",31,1.5,"equated","0","equated","0",22,33,138000,138000,6894,6894,64,49,20,16,1368,1673,142,137,0.049919,0.049886,314.159265358979,201.061929829747,"0_equated_0",2,"2_equated",1,1719.0822527,"l","l",1,2.2247132,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test16_rect.png","4","block2","b3",16,1.5,"0","equated","0","0",26,39,198000,189000,7800,11700,66,50,19,19,1579,2366,179,165,0.039369,0.061834,283.528736986479,283.528736986479,"equated_0_0",3,"30.0",0,1719.0822527,"l","s",0,2.80414309999992,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test46_rect.png","4","block2","b3",46,1.5,"equated","0","0","equated",21,14,75706,75738,15739,23540,32,38,30,45,1997,1997,93,84,0.2079,0.31081,706.858347057703,1590.43128087983,"0_0_equated",1,"1_equated",1,1719.0822527,"s","l",0,2.29405280000014,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test5_rect.png","4","block2","b3",5,2.5,"equated","equated","0","0",25,10,53733,53765,7500,3000,27,66,19,19,1516,605,85,101,0.13958,0.055798,283.528736986479,283.528736986479,"equated_0_0",3,"3_equated",1,1719.0822527,"s","l",0,2.54578629999992,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test35_rect.png","4","block2","b3",35,1.25,"0","0","0","equated",24,30,188000,189000,10904,8721,69,59,24,19,1788,1788,192,194,0.058124,0.046183,452.38934211693,283.528736986479,"0_0_equated",1,"10.0",0,1719.0822527,"l","s",0,2.88982039999996,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test37_rect.png","4","block2","b3",37,2.5,"equated","0","0","equated",10,25,121000,121000,29903,12070,58,40,61,24,1905,1905,120,140,0.24648,0.099463,2922.4665660019,452.38934211693,"0_0_equated",1,"1_equated",1,1719.0822527,"l","l",1,1.83454619999998,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test9_rect.png","4","block2","b3",9,2,"equated","equated","0","0",20,10,58756,58714,6000,3000,31,70,19,19,1217,605,96,108,0.10212,0.051095,283.528736986479,283.528736986479,"equated_0_0",3,"3_equated",1,1719.0822527,"s","l",0,3.65324510000005,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test4_rect.png","4","block3","b1",4,1.25,"0","equated","0","0",32,40,221000,207000,9600,12000,58,52,19,19,1936,2426,182,178,0.043418,0.057913,283.528736986479,283.528736986479,"equated_0_0",3,"30.0",0,1719.0822527,"l","s",0,1.95187239999996,"mn086","local"
"mn086",5,4,2021,4,6,4,"iucoglearn","English","no","2025-10-11_13h54.07.185","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age4_test28_rect.png","4","block3","b1",28,2,"equated","0","equated","0",40,20,42263,42260,8436,8436,16,23,16,23,2037,1440,74,73,0.19961,0.19962,201.061929829747,415.47562843725,"0_equated_0",2,"2_equated",1,1719.0822527,"s","l",0,3.14695000000029,"mn086","local"
