"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample8_rect.png","all","sample",NA,1,3.5,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,332.257938399998,"l","l",1,2.54234670000733,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample7_rect.png","all","sample",NA,1,4,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332.257938399998,"s","s",1,2.0781668999989,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice4_rect.png","all","practice",NA,4,3.5,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,332.257938399998,"l","l",1,2.15831279999111,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice1_rect.png","all","practice",NA,1,4,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332.257938399998,"s","s",1,1.62757919999422,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice3_rect.png","all","practice",NA,3,4,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332.257938399998,"s","s",1,1.6817581000214,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice2_rect.png","all","practice",NA,2,4,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,332.257938399998,"l","l",1,1.50924129999476,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice5_rect.png","all","practice",NA,5,3.5,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332.257938399998,"s","s",1,1.48546739999438,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice6_rect.png","all","practice",NA,6,3.5,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,332.257938399998,"l","l",1,1.4741715999844,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age5_test21_rect.png","5","block1","b2",21,1.17,"0","0","equated","0",12,14,181340,195900,8116,8116,110,80,29,27,1092,1181,192,218,0.044757,0.041428,660.519855417254,572.55526111674,"0_equated_0",2,"20.0",1,332.257938399998,"l","l",1,1.61214169999585,"mn092","local"
"mn092",4,4,2020,5,7,5,"iucoglearn","English","no","2025-11-16_11h01.05.025","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age5_test19_rect.png","5","block1","b2",19,1.25,"equated","0","equated","0",24,30,88034,88061,4310,4310,44,42,15,13,1129,1261,119,110,0.048958,0.048943,176.714586764426,132.732289614169,"0_equated_0",2,"2_equated",1,332.257938399998,"l","l",1,1.63453370000934,"mn092","local"
