"participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"iucoglearn_mn088",1,3,0.666666666666667,1,1,1,1,"2-knower"
"iucoglearn_mn088",2,3,0.666666666666667,1,1,1,1,"2-knower"
"iucoglearn_mn088",3,3,0,0,1,0,1,"2-knower"
"iucoglearn_mn088",4,3,0.333333333333333,0,1,0,1,"2-knower"
"iucoglearn_mn088",5,3,0.333333333333333,0,0,0,0,"2-knower"
"iucoglearn_mn088",6,3,0,0,1,0,0,"2-knower"
"iucoglearn_mn088",8,3,0,0,1,0,0,"2-knower"
"iucoglearn_mn088",10,3,0,0,1,0,0,"2-knower"
