"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample8_rect.png","all","sample",NA,1,3.5,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,327.238519899955,"l","l",1,3.09156269999221,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample7_rect.png","all","sample",NA,1,4,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327.238519899955,"s","s",1,1.97183989995392,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice2_rect.png","all","practice",NA,2,4,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,327.238519899955,"l","l",1,2.260821999982,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice3_rect.png","all","practice",NA,3,4,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327.238519899955,"s","s",1,2.38163449999411,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice1_rect.png","all","practice",NA,1,4,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327.238519899955,"s","s",1,1.42532009998104,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice5_rect.png","all","practice",NA,5,3.5,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,327.238519899955,"s","s",1,2.42321690003155,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice6_rect.png","all","practice",NA,6,3.5,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,327.238519899955,"l","l",1,1.77714599994943,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice4_rect.png","all","practice",NA,4,3.5,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,327.238519899955,"l","l",1,2.48488020000514,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age5_test41_rect.png","5","block1","b3",41,2,"equated","0","0","equated",10,20,50774,50777,28310,14132,14,18,59,30,1858,1858,55,76,0.55757,0.27831,2733.97100678652,706.858347057703,"0_0_equated",1,"1_equated",0,327.238519899955,"l","s",0,10.0620298999711,"mn093","local"
"mn093",11,5,2020,5,6,5,"iucoglearn","English","no","2025-11-17_16h54.42.942","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Age5_test45_rect.png","5","block1","b3",45,1.5,"equated","0","0","equated",10,15,79044,79018,21032,13730,41,32,51,34,1601,1601,95,113,0.26608,0.17376,2042.82062299676,907.92027688745,"0_0_equated",1,"1_equated",1,327.238519899955,"l","l",1,2.91208119998919,"mn093","local"
