"participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"iucoglearn_mn093",1,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",2,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",3,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",4,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",5,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",6,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",8,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn093",10,3,1,1,1,1,1,"10-knower"
