"participant","DayOfBirth","MonthOfBirth","YearOfBirth","age_years","age_months","AgeGroup","SiteID","Language","RemoveDOB","date","expName","psychopyVersion","visual_stimuli","age_group","block","block_displayed","test_trials","numRatio","convex_hull","avg_ind_Dot_size","cum_Surf","cum_perim","Num_1","Num_2","ConvHull_1","ConvHull_2","TotSurf_1","TotSurf_2","ADBD_1","ADBD_2","AvDiameter_1","AvDiameter_2","TotContour_1","TotContour_2","ADfC_1","ADfC_2","TS_CH_1","TS_CH_2","isa_1","isa_2","threefeat","threefeat_num","fourfeat","choice_right1","totaltime_exp","corAns","choice","accuracy","rt","filename","version"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample7_rect.png","all","sample",NA,1,4,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"s","l",0,4.84058779999759,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample7_rect.png","all","sample",NA,1,4,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"s","l",0,3.31107989999873,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample8_rect.png","all","sample",NA,1,3.5,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"l","s",0,3.96858499999871,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","sample8_rect.png","all","sample",NA,1,3.5,"None","equated","None","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"l","l",1,1.5691470999991,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice5_rect.png","all","practice",NA,5,3.5,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"s","l",0,1.63357909999831,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice2_rect.png","all","practice",NA,2,4,"0","0","equated","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"l","s",0,1.20246699999916,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice1_rect.png","all","practice",NA,1,4,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"s","s",1,2.00201789999846,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice6_rect.png","all","practice",NA,6,3.5,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"l","s",0,2.69279150000148,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice4_rect.png","all","practice",NA,4,3.5,"equated","equated","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"l","l",1,9.78829969999788,"mn089","local"
"mn089",8,12,2021,3,10,"3 or younger","iucoglearn","English","no","2025-11-07_17h54.33.801","manynumbers_ams_visualmemory_v2025.0301D","2022.2.5","Practice3_rect.png","all","practice",NA,3,4,"equated","0","0","equated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"s","l",0,1.20222289999947,"mn089","local"
