"participant","date","predictors","Estimate","Std. Error","z value","Pr(>|z|)","w"
"iucoglearn_mn094","2025-11-14_17h47.17.500","(Intercept)",-0.0232540706842365,0.24232734242302,-0.0959613985434746,0.923551230529035,-30.407870982601
"iucoglearn_mn094","2025-11-14_17h47.17.500","log_numRatio",1.09000843712397,0.760766282638264,1.43277700655177,0.15192157439098,0.64871679622249
"iucoglearn_mn094","2025-11-14_17h47.17.500","log_sizeRatio",0.310479633998933,0.171476204505272,1.81062809790257,0.0701984397453664,2.27746590679432
"iucoglearn_mn094","2025-11-14_17h47.17.500","log_spaceRatio",-0.417653033956332,0.887867709696971,-0.470400071311161,0.638069213235489,-1.69304835281163
