"participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"iucoglearn_mn092",1,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",2,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",3,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",4,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",5,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",6,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",8,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn092",10,3,1,1,1,1,1,"10-knower"
