"participant","Query","NumTrials","accuracy","AccPass","SpecificityPass","AccCumul","SpecificityCumul","KnowerLevel"
"iucoglearn_mn087",1,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",2,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",3,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",4,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",5,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",6,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",8,3,1,1,1,1,1,"10-knower"
"iucoglearn_mn087",10,3,1,1,1,1,1,"10-knower"
